Number,Code,Name,Lat,Lon,State,Category,fuel type,name-sheet,state-sheet,,,,,,,
4271,54688,54688,54688,54688,54688,EXCLUDE,WND,Difwind Farms Ltd II,CA,,,,,,,
4272,54689,Heber Geothermal,32.7146,-115.518,CA,EXCLUDE,WND,Difwind Farms Ltd V,CA,,,,,,,
4273,54690,Amalgamated Sugar LLC Nampa,43.6058,-116.575,ID,EXCLUDE,WND,Difwind Farms Ltd VI,CA,,,,,,,
4274,54693,York Cogen Facility,39.98564,-76.6762,PA,EXCLUDE,WND,Difwind Farms Ltd VIII,CA,,,,,,,
4275,54694,Yuma Cogeneration Associates,32.72882,-114.654,AZ,EXCLUDE,WAT,Thundermist Hydro,RI,,,,,,,
4276,54700,Metro Methane Recovery Facility,41.59889,-93.355,IA,EXCLUDE,GEO,Heber Geothermal,CA,,,,,,,
4277,54705,Toca Plant,29.8667,-89.8261,LA,EXCLUDE,BIT,Amalgamated Sugar LLC Nampa,ID,,,,,,,
4278,54707,Hunterdon Cogen Facility,40.62782,-74.936,NJ,EXCLUDE,NG,York Generation Company LLC,PA,,,,,,,
4279,54708,Montclair Cogen Facility,40.86572,-74.1945,NJ,NGCC,NG,Yuma Cogeneration Associates,AZ,,,,,,,
4280,54710,Alliant SBD,42.49056,-90.745,IA,EXCLUDE,LFG,Metro Methane Recovery Facility,IA,,,,,,,
4281,54712,Alliant SBD,43.0906,-91.5542,IA,EXCLUDE,NG,Toca Plant,LA,,,,,,,
4282,54713,54713,54713,54713,54713,EXCLUDE,NG,Hunterdon Cogen Facility,NJ,,,,,,,
4283,54714,Alliant SBD,42.0308,-91.7069,IA,EXCLUDE,NG,Montclair Cogen Facility,NJ,,,,,,,
4284,54715,Alliant SBD,42.056,-92.8971,IA,EXCLUDE,DFO,Alliant SBD 9205 A Y McDonald,IA,,,,,,,
4285,54716,Alliant SBD,42.0289,-91.5975,IA,EXCLUDE,DFO,Alliant SBD 9201 Norplex,IA,,,,,,,
4286,54717,Alliant SBD,42.0356,-91.6458,IA,EXCLUDE,DFO,Alliant SBD 8603 Donnelley,IA,,,,,,,
4287,54718,Alliant SBD,43.3744,-92.1331,IA,EXCLUDE,DFO,Alliant SBD 8501 Aegon LI,IA,,,,,,,
4288,54719,Alliant SBD,41.935,-91.6361,IA,EXCLUDE,DFO,Alliant SBD 9107 JBS USA,IA,,,,,,,
4289,54720,Alliant SBD,41.7958,-92.0592,IA,EXCLUDE,DFO,Alliant SBD 8602 Marion Sub,IA,,,,,,,
4290,54721,Warm Springs Power Enterprises,44.72424,-121.248,OR,EXCLUDE,DFO,Alliant SBD 9106 Rockwell CR,IA,,,,,,,
4291,54723,I,38.6892,-77.2375,VA,EXCLUDE,DFO,Alliant SBD 9206 Donaldson,IA,,,,,,,
4292,54724,Ormesa II,32.7881,-115.248,CA,EXCLUDE,DFO,Alliant SBD 9203 Profol,IA,,,,,,,
5814,54729,Taylor Draw Hydroelectric Facility,40.10627,-108.711,CO,EXCLUDE,DFO,Alliant SBD 8601 Quad Graphics,IA,,,,,,,
4293,54730,Shell Offshore Yellowhammer,30.40354,-88.1283,AL,EXCLUDE,WAT,Warm Springs Power Enterprises,OR,,,,,,,
4294,54731,Hendricks Regional Health,39.76,-86.5144,IN,EXCLUDE,LFG,I 95 Landfill Phase II,VA,,,,,,,
4295,54734,Freeport McMoRan,32.66176,-108.363,NM,EXCLUDE,GEO,Ormesa II,CA,,,,,,,
4296,54735,Alliant SBD,42.53,-90.6847,IA,EXCLUDE,WAT,Taylor Draw Hydroelectric Facility,CO,,,,,,,
4297,54743,District,32.66889,-86.72,AL,EXCLUDE,NG,Shell Offshore Yellowhammer,AL,,,,,,,
4298,54744,District,31.24793,-90.1991,MS,EXCLUDE,DFO,Hendricks Regional Health,IN,,,,,,,
4299,54745,M C Dixon Lumber,31.89738,-85.1516,AL,EXCLUDE,NG,Freeport McMoRan,NM,,,,,,,
4300,54746,Wheelabrator Falls,40.16263,-74.7682,PA,EXCLUDE,DFO,Alliant SBD 9301 Prairie Farms,IA,,,,,,,
4301,54748,Port Neches Plant,29.97876,-93.9523,TX,EXCLUDE,WH,District 100 Transco Gas Pipe Line,AL,,,,,,,
4302,54749,Goal Line LP,33.1185,-117.1,CA,EXCLUDE,WH,District 70 Transco Gas Pipe Line,MS,,,,,,,
4303,54750,Coram Tehachapi,35.0663,-118.339,CA,EXCLUDE,WDS,M C Dixon Lumber,AL,,,,,,,
4304,54751,Genesee Power Station LP,43.08511,-83.6694,MI,EXCLUDE,MSW,Wheelabrator Falls,PA,,,,,,,
4305,54752,Weyerhaeuser Pine Hill Operations,31.9698,-87.4806,AL,EXCLUDE,NG,Port Neches Plant,TX,,,,,,,
4306,54753,Lateral,42.64738,-114.89,ID,NGCC,NG,Goal Line LP,CA,,,,,,,
4307,54755,Roanoke Valley Energy Facility II,36.4364,-77.6167,NC,EXCLUDE,WND,Coram Tehachapi,CA,,,,,,,
4308,54756,Ottawa Generating Station,43.0969,-85.9489,MI,EXCLUDE,WDS,Genesee Power Station LP,MI,,,,,,,
4309,54757,Grand Blanc Generating Station,42.9172,-83.7286,MI,EXCLUDE,WDS,Weyerhaeuser Pine Hill Operations,AL,,,,,,,
4310,54758,Wheelabrator Lisbon,41.58443,-72.0416,CT,EXCLUDE,WAT,Lateral 10 Ventures,ID,,,,,,,
4311,54761,Hermiston Generating Plant,45.8042,-119.37,OR,COALST,BIT,Roanoke Valley Energy Facility II,NC,,,,,,,
4312,54763,Rock-Tenn Mill,32.4541,-87.9759,AL,EXCLUDE,LFG,Ottawa Generating Station,MI,,,,,,,
4313,54766,Boydton Plank Road Cogen Plant,37.19358,-77.4672,VA,EXCLUDE,LFG,Grand Blanc Generating Station,MI,,,,,,,
4314,54768,Live Oak Cogen,35.4837,-119.03,CA,EXCLUDE,MSW,Wheelabrator Lisbon,CT,,,,,,,
4315,54769,Lutheran Medical Center,40.6467,-74.0211,NY,NGCC,NG,Hermiston Generating Plant,OR,,,,,,,
4316,54772,South Glens Falls Hydroelectric,43.30441,-73.6399,NY,EXCLUDE,BLQ,Rock-Tenn Mill,AL,,,,,,,
4317,54775,University of Iowa Main Power Plant,41.6572,-91.54,IA,EXCLUDE,WO,Boydton Plank Road Cogen Plant,VA,,,,,,,
4318,54779,Oklahoma State University,36.1261,-97.07,OK,EXCLUDE,NG,Live Oak Cogen,CA,,,,,,,
4319,54780,University of Illinois Abbott Power Plt,40.10517,-88.2415,IL,EXCLUDE,NG,Lutheran Medical Center,NY,,,,,,,
4320,54781,Suffolk Energy Partners LP,36.7589,-76.4961,VA,EXCLUDE,WAT,South Glens Falls Hydroelectric,NY,,,,,,,
4321,54782,Seneca Energy,42.9281,-76.8408,NY,EXCLUDE,DFO,University of Iowa Main Power Plant,IA,,,,,,,
4322,54785,Grays Ferry Cogeneration,39.94222,-75.1881,PA,EXCLUDE,NG,Oklahoma State University,OK,,,,,,,
4323,54788,Evanston Township High School,42.0358,-87.6992,IL,EXCLUDE,NG,University of Illinois Abbott Power Plt,IL,,,,,,,
4324,54789,Georgia-Pacific Brewton Mill,31.077,-87.1116,AL,EXCLUDE,LFG,Suffolk Energy Partners LP,VA,,,,,,,
4325,54790,CSL Behring LLC,41.1603,-87.8542,IL,EXCLUDE,LFG,Seneca Energy,NY,,,,,,,
4326,54793,Storm Lake,42.6878,-95.405,IA,NGCC,NG,Grays Ferry Cogeneration,PA,,,,,,,
4327,54794,Buffalo Ridge Windplant WPP,44.21681,-96.2371,MN,EXCLUDE,NG,Evanston Township High School,IL,,,,,,,
4328,54795,Domino Sugar Baltimore,39.2744,-76.5956,MD,EXCLUDE,BLQ,Georgia-Pacific Brewton Mill,AL,,,,,,,
4329,54800,Saint Agnes Medical Center,36.8347,-119.767,CA,EXCLUDE,NG,CSL Behring LLC,IL,,,,,,,
4330,54801,Avalon/Mayo Hydropower,36.42372,-79.9525,NC,EXCLUDE,WND,Storm Lake 1,IA,,,,,,,
4331,54802,Mead Coated Board,32.1761,-85.0272,AL,EXCLUDE,WND,Buffalo Ridge Windplant WPP 1993,MN,,,,,,,
4332,54803,Plymouth State College Cogeneration,43.7644,-71.6881,NH,EXCLUDE,NG,Domino Sugar Baltimore,MD,,,,,,,
4333,54805,Milford Power LP,42.12936,-71.5115,MA,EXCLUDE,NG,Saint Agnes Medical Center,CA,,,,,,,
4334,54808,New York University Central Plant,40.7899,-73.9233,NY,EXCLUDE,WAT,Avalon/Mayo Hydropower,NC,,,,,,,
4335,54809,University of Washington Power Plant,47.6539,-122.304,WA,EXCLUDE,WDS,Mead Coated Board,AL,,,,,,,
4336,54812,Mile,42.74014,-114.161,ID,EXCLUDE,DFO,Plymouth State College Cogeneration,NH,,,,,,,
4337,54813,Shepherd Center,33.8111,-84.3928,GA,NGCC,NG,Milford Power LP,MA,,,,,,,
4338,54814,Milagro Cogeneration Plant,36.7367,-107.942,NM,EXCLUDE,DFO,New York University Central Plant,NY,,,,,,,
4339,54816,Riverwood,33.8775,-84.4603,GA,EXCLUDE,DFO,University of Washington Power Plant,WA,,,,,,,
4340,54817,Johnson County,32.3994,-97.4078,TX,EXCLUDE,WAT,Mile 28 Water Power Project,ID,,,,,,,
4341,54818,all fuels : all primemovers :,33.7583,-84.3869,GA,EXCLUDE,DFO,Shepherd Center,GA,,,,,,,
4342,54823,Smithfield Farmland Corp Bladen,34.5789,-78.7928,NC,EXCLUDE,NG,Milagro Cogeneration Plant,NM,,,,,,,
4343,54827,Wailuku River Hydroelectric,19.71299,-155.149,HI,EXCLUDE,DFO,Riverwood 100 Building,GA,,,,,,,
4344,54829,Bristol Myers Squibb New Brunswick,40.47572,-74.4462,NJ,NGCC,NG,Johnson County,TX,,,,,,,
4345,54830,Dekalb Medical Center,33.7919,-84.2831,GA,EXCLUDE,DFO,191 Peachtree Tower,GA,,,,,,,
4346,54832,Brandywine Power Facility,38.6681,-76.8678,MD,EXCLUDE,DFO,Smithfield Packing Bladen,NC,,,,,,,
4347,54834,Fort Greely Power Plant,63.0947,-145.717,AK,EXCLUDE,WAT,Wailuku River Hydroelectric,HI,,,,,,,
4348,54835,Evonik Industries AG,40.3158,-86.8742,IN,EXCLUDE,NG,Bristol Myers Squibb,NJ,,,,,,,
4349,54839,Valdosta Water Treatment Plant,30.9103,-83.2358,GA,EXCLUDE,DFO,Dekalb Medical Center,GA,,,,,,,
4350,54841,Thiele Kaolin Sandersville,32.9708,-82.8028,GA,NGCC,NG,Panda Brandywine LP,MD,,,,,,,
4351,54842,Outagamie County Co-Generation Facility,44.2869,-88.3339,WI,EXCLUDE,DFO,Fort Greely Power Plant,AK,,,,,,,
4352,54844,Gordonsville Energy LP,38.12469,-78.2035,VA,EXCLUDE,DFO,Evonik Degussa Tippecanoe Laboratories,IN,,,,,,,
4353,54845,Sun Trust Plaza,33.7625,-84.3872,GA,EXCLUDE,DFO,Valdosta Water Treatment Plant,GA,,,,,,,
4354,54848,South Georgia Medical Center,30.8625,-83.2894,GA,EXCLUDE,DFO,Thiele Kaolin Sandersville,GA,,,,,,,
4355,54849,Thiele Kaolin Reedy Creek,33.2708,-82.4569,GA,EXCLUDE,LFG,Outagamie County Co-Generation Facility,WI,,,,,,,
4356,54850,Cox Waste to Energy,37.3208,-85.3611,KY,NGCC,NG,Gordonsville Energy LP,VA,,,,,,,
4357,54851,MMSD Jones Island Wastewater,43.0214,-87.9014,WI,EXCLUDE,DFO,Sun Trust Plaza,GA,,,,,,,
4358,54852,Greenville Steam,45.4542,-69.61,ME,EXCLUDE,DFO,South Georgia Medical Center,GA,,,,,,,
4359,54854,Sun Peak Generating Station,36.1375,-115.034,NV,EXCLUDE,DFO,Thiele Kaolin Reedy Creek,GA,,,,,,,
4360,54855,Mars Snackfood US,41.91708,-87.7922,IL,EXCLUDE,WDS,Cox Waste to Energy,KY,,,,,,,
4361,54856,Riverside Manufacturing,31.78319,-83.8014,GA,EXCLUDE,NG,MMSD Jones Island Wastewater,WI,,,,,,,
4362,54857,Niagara Mill,45.7725,-87.9936,WI,EXCLUDE,WDS,Greenville Steam,ME,,,,,,,
4363,54858,Southwestern Bell Telephone,38.62757,-90.1934,MO,EXCLUDE,NG,Sun Peak Project,NV,,,,,,,
4364,54860,Black Creek,47.53447,-121.703,WA,EXCLUDE,NG,Mars Snackfood US,IL,,,,,,,
4365,54863,Bassett Medical Center,42.6944,-74.9242,NY,EXCLUDE,NG,Riverside Manufacturing,GA,,,,,,,
4366,54865,Phoenix Hydro Project,43.22706,-76.3021,NY,EXCLUDE,WAT,Niagara Mill,WI,,,,,,,
4367,54867,Neenah Paper Munising Mill,46.4094,-86.6443,MI,EXCLUDE,DFO,Southwestern Bell Telephone,MO,,,,,,,
4368,54872,Milstead,33.68936,-83.9903,GA,EXCLUDE,WAT,Black Creek,WA,,,,,,,
4369,54877,54877,54877,54877,54877,EXCLUDE,DFO,Bassett Medical Center,NY,,,,,,,
4370,54878,Cellu Tissue Natural Dam,44.33636,-75.5027,NY,EXCLUDE,WAT,Phoenix Hydro Project,NY,,,,,,,
4371,54880,J M Huber Wrens Plant,33.27384,-82.4078,GA,EXCLUDE,BIT,Neenah Paper Munising Mill,MI,,,,,,,
4372,54882,Sprint Mid Atlantic Telecom Ad,35.9678,-78.5211,NC,EXCLUDE,WAT,Milstead,GA,,,,,,,
4373,54885,Kimberly Mill,44.2769,-88.3344,WI,EXCLUDE,DFO,Atlanta Gift Mart LP,GA,,,,,,,
4374,54886,Presence Saint Mary of Nazareth Hospital,41.9031,-87.6831,IL,EXCLUDE,WAT,Cellu Tissue Natural Dam,NY,,,,,,,
4375,54887,DSM Pharmaceuticals,35.66596,-77.3574,NC,EXCLUDE,NG,Kamin LLC Wrens Plant,GA,,,,,,,
4376,54890,Peoples Generating Station,43.2208,-83.7925,MI,EXCLUDE,DFO,CenturyLink Regional HQ,NC,,,,,,,
4377,54894,Narrows (NC),35.4189,-80.0917,NC,EXCLUDE,WAT,Kimberly Mill,WI,,,,,,,
4378,54895,Falls Hydro,35.3944,-80.0753,NC,EXCLUDE,NG,Saint Mary of Nazareth Hospital,IL,,,,,,,
4379,54896,High Rock Hydro,35.6008,-80.2339,NC,EXCLUDE,DFO,DSM Pharmaceuticals,NC,,,,,,,
4380,54897,Tuckertown Hydro,35.4856,-80.1758,NC,EXCLUDE,LFG,Peoples Generating Station,MI,,,,,,,
4381,54898,Santeetlah,35.4475,-83.8639,NC,EXCLUDE,WAT,Narrows,NC,,,,,,,
4382,54899,Cheoah,35.4478,-83.9383,NC,EXCLUDE,WAT,Falls,NC,,,,,,,
4383,54900,Calderwood,35.4923,-83.9806,TN,EXCLUDE,WAT,High Rock,NC,,,,,,,
4384,54901,Chilhowee,35.5453,-84.0503,TN,EXCLUDE,WAT,Tuckertown,NC,,,,,,,
4385,54903,Adrian Energy Associates LLC,41.8992,-84.0411,MI,EXCLUDE,WAT,Santeetlah,NC,,,,,,,
4386,54906,Georgia Pacific Center,33.7614,-84.3875,GA,EXCLUDE,WAT,Cheoah,NC,,,,,,,
4387,54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,42.36099,-71.0939,MA,EXCLUDE,WAT,Calderwood,TN,,,,,,,
4388,54908,Enderlin,46.6144,-97.5765,ND,EXCLUDE,WAT,Chilhowee,TN,,,,,,,
4389,54909,Tehachapi Wind Resource II,35.1061,-118.311,CA,EXCLUDE,LFG,Adrian Energy Associates LLC,MI,,,,,,,
4390,54910,Brent Run Generating Station,43.1767,-83.9,MI,EXCLUDE,DFO,Georgia Pacific Center,GA,,,,,,,
4391,54912,Martinez Refining,38.0169,-122.112,CA,EXCLUDE,NG,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,,,,,,,
4392,54913,Anheuser-Busch Newark Brewery,40.73583,-74.1731,NJ,EXCLUDE,AB,Enderlin,ND,,,,,,,
4393,54914,Brooklyn Navy Yard Cogeneration,40.69936,-73.9764,NY,EXCLUDE,WND,Tehachapi Wind Resource II,CA,,,,,,,
4394,54915,Michigan Power LP,43.9375,-86.425,MI,EXCLUDE,LFG,Brent Run Generating Station,MI,,,,,,,
4395,54918,Ergon Refining Vicksburg,32.38827,-90.9083,MS,EXCLUDE,NG,Martinez Refining,CA,,,,,,,
4396,54924,General Mills West Chicago,41.8794,-88.22,IL,EXCLUDE,NG,Anheuser-Busch Newark Brewery,NJ,,,,,,,
4397,54925,Twin Bridges LFGTE,39.7658,-86.5208,IN,NGCC,NG,Brooklyn Navy Yard Cogeneration,NY,,,,,,,
4398,54926,Prairie View I & II LFGTE,41.4936,-86.1658,IN,NGCC,NG,Michigan Power LP,MI,,,,,,,
4399,54929,Alliant SBD,41.9167,-91.6542,IA,EXCLUDE,NG,Ergon Refining Vicksburg,MS,,,,,,,
4400,54930,Alliant SBD,40.58415,-91.4245,IA,EXCLUDE,NG,General Mills West Chicago,IL,,,,,,,
4401,54931,Ridgetop,35.0697,-118.317,CA,EXCLUDE,LFG,Twin Bridges LFGTE,IN,,,,,,,
4402,54932,Panduit Tinley Park,41.5769,-87.7819,IL,EXCLUDE,LFG,Prairie View I & II LFGTE,IN,,,,,,,
4403,54933,Mondelez Global LLC,42.3156,-89.0356,IL,EXCLUDE,DFO,Alliant SBD 9403 Aegon DC,IA,,,,,,,
4404,54934,Keystone Recovery,41.4369,-75.5897,PA,EXCLUDE,DFO,Alliant SBD 9402 Climax,IA,,,,,,,
4405,54935,Harford Waste to Energy Facility,39.40394,-76.3172,MD,EXCLUDE,WND,Ridgetop,CA,,,,,,,
4406,54936,Richard J Donovan Correctional Facility,32.58357,-116.931,CA,EXCLUDE,NG,Panduit Tinley Park,IL,,,,,,,
4407,54937,Wellesley College Central Utility Plant,42.2958,-71.2997,MA,EXCLUDE,NG,Mondelez Global LLC,IL,,,,,,,
4408,54939,EKS Landfill,44.7806,-93.3094,MN,EXCLUDE,LFG,Keystone Landfill,PA,,,,,,,
4409,54945,CT Resource Rec Authority Facility,41.75052,-72.653,CT,EXCLUDE,MSW,Harford Waste to Energy Facility,MD,,,,,,,
4410,54950,Univ of Oregon Central Power Station,44.04833,-123.074,OR,EXCLUDE,NG,Richard J Donovan Correctional Facility,CA,,,,,,,
4411,54951,Monterey Regional Water Cogen Facility,36.7056,-121.771,CA,EXCLUDE,NG,Wellesley College Central Utility Plant,MA,,,,,,,
4412,54953,Hudson Falls Hydroelectric Project,43.2958,-73.5956,NY,EXCLUDE,LFG,EKS Landfill,MN,,,,,,,
4413,54956,Deercroft I & II LFGTE,41.6514,-86.9036,IN,EXCLUDE,MSW,CT Resource Rec Authority Facility,CT,,,,,,,
4414,54962,ExxonMobil Hawkins Gas Plant,32.60778,-95.2064,TX,EXCLUDE,NG,Univ of Oregon Central Power Station,OR,,,,,,,
4415,54965,Cargill Salt,42.8183,-82.4856,MI,EXCLUDE,OBG,Monterey Regional Water Cogen Facility,CA,,,,,,,
4416,54966,West Texas Windplant,31.7333,-104.75,TX,EXCLUDE,WAT,Hudson Falls Hydroelectric Project,NY,,,,,,,
4417,54967,Alliant SBD,42.0264,-91.7042,IA,EXCLUDE,LFG,Deercroft I & II LFGTE,IN,,,,,,,
4418,54968,Alliant SBD,42.83815,-93.6033,IA,EXCLUDE,NG,ExxonMobil Hawkins Gas Plant,TX,,,,,,,
4419,54969,Dixon Hydroelectric Dam,41.84531,-89.4813,IL,EXCLUDE,BIT,Cargill Salt,MI,,,,,,,
4420,54970,Merck Sharp & Dohme Cogen Facility,40.68305,-74.2331,NJ,EXCLUDE,WND,West Texas Windplant,TX,,,,,,,
4421,54972,Norit Americas Marshall Plant,32.53694,-94.3964,TX,EXCLUDE,DFO,Alliant SBD 9302 Aegon NP,IA,,,,,,,
4422,54974,Sauder Power Plant,41.51521,-84.2935,OH,EXCLUDE,DFO,Alliant SBD 9502 Eaton,IA,,,,,,,
4423,54975,New Mexico State University,32.16482,-106.451,NM,EXCLUDE,WAT,Dixon Hydroelectric Dam,IL,,,,,,,
4424,54979,Big Spring Wind Power Facility,32.2075,-101.388,TX,EXCLUDE,NG,Merck Sharp & Dohme Cogen Facility,NJ,,,,,,,
4425,54980,Ocean County Landfill,40.0081,-74.3306,NJ,EXCLUDE,LIG,Norit Americas Marshall Plant,TX,,,,,,,
4426,54981,Harris Energy Realty,42.20524,-72.5929,MA,EXCLUDE,WDS,Sauder Power Plant,OH,,,,,,,
4427,54984,Salem Energy Systems LLC,36.19124,-80.1835,NC,EXCLUDE,NG,New Mexico State University,NM,,,,,,,
4428,54985,Crestwood Dothan,31.26236,-85.4027,AL,EXCLUDE,WND,Big Spring Wind Power Facility,TX,,,,,,,
4429,54987,Woodridge Greene Valley Treatment Plant,41.74,-88.06,IL,EXCLUDE,LFG,Ocean County Landfill,NJ,,,,,,,
4430,54989,Pine Tree Acres,42.7417,-82.7975,MI,EXCLUDE,WAT,Harris Energy Realty,MA,,,,,,,
4431,54995,Indiana Harbor E,41.6844,-87.4214,IN,EXCLUDE,LFG,Salem Energy Systems LLC,NC,,,,,,,
4432,54996,Salton Sea Power Gen Co - Unit,33.157,-115.639,CA,EXCLUDE,DFO,Crestwood Dothan,AL,,,,,,,
4433,54998,Wheelabrator Portsmouth,36.8083,-76.3036,VA,EXCLUDE,NG,Woodridge Greene Valley Treatment Plant,IL,,,,,,,
4434,55000,Small Hydro of Texas,29.12971,-97.3112,TX,EXCLUDE,LFG,Pine Tree Acres,MI,,,,,,,
4435,55002,Murphy-Brown LLC,34.9944,-78.1583,NC,EXCLUDE,BFG,Indiana Harbor E 5 AC Station,IN,,,,,,,
4436,55004,Thornwood High School,41.5839,-87.6047,IL,EXCLUDE,GEO,Salton Sea Power Gen Co - Unit 4,CA,,,,,,,
4437,55005,Thornridge High School,41.6225,-87.5978,IL,EXCLUDE,MSW,Wheelabrator Portsmouth,VA,,,,,,,
4438,55006,Nashua Plant,42.7353,-71.5228,NH,EXCLUDE,WAT,Small Hydro of Texas,TX,,,,,,,
4439,55007,K W Company,42.59483,-114.435,ID,EXCLUDE,DFO,Murphy-Brown LLC,NC,,,,,,,
4440,55009,Montgomery Creek Hydro,40.84681,-121.956,CA,EXCLUDE,NG,Thornwood High School,IL,,,,,,,
4441,55010,LSP-Cottage Grove LP,44.7956,-92.9119,MN,EXCLUDE,NG,Thornridge High School,IL,,,,,,,
4442,55011,LSP-Whitewater LP,42.85546,-88.7299,WI,EXCLUDE,LFG,Nashua Plant,NH,,,,,,,
4443,55013,Mallard Ridge Gas Recovery,42.64972,-88.7231,WI,EXCLUDE,WAT,K W Company,ID,,,,,,,
4444,55014,Greene Valley Gas Recovery,41.73379,-88.0849,IL,EXCLUDE,WAT,Montgomery Creek Hydro,CA,,,,,,,
4445,55015,Sweeny Cogen Facility,29.0728,-95.745,TX,NGCC,NG,LSP-Cottage Grove LP,MN,,,,,,,
4446,55025,Yates Gas Plant,30.8847,-101.921,TX,NGCC,NG,LSP-Whitewater LP,WI,,,,,,,
4447,55026,Dighton Power Plant,41.8312,-71.1239,MA,EXCLUDE,LFG,Mallard Ridge Gas Recovery,WI,,,,,,,
4448,55027,Papillion Creek Wastewater,41.0772,-95.87,NE,EXCLUDE,LFG,Greene Valley Gas Recovery,IL,,,,,,,
4449,55029,De Pere Energy Center,44.44861,-88.072,WI,EXCLUDE,NG,Sweeny Cogen Facility,TX,,,,,,,
4450,55031,Androscoggin Energy Center,44.50632,-70.2423,ME,EXCLUDE,NG,Yates Gas Plant,TX,,,,,,,
4451,55033,Missouri River Wastewater Treatment,41.2033,-95.9292,NE,NGCC,NG,Dighton Power Plant,MA,,,,,,,
4452,55034,J & L Electric,44.8061,-70.2186,ME,EXCLUDE,OBG,Papillion Creek Wastewater,NE,,,,,,,
4453,55035,Davenport Water Pollution Control Plant,41.4928,-90.6275,IA,EXCLUDE,NG,De Pere Energy Center,WI,,,,,,,
4454,55036,University of Tennessee Steam Plant,35.94921,-83.9261,TN,EXCLUDE,NG,Androscoggin Energy Center,ME,,,,,,,
4455,55037,Opryland USA,36.21139,-86.6944,TN,EXCLUDE,OBG,Missouri River Wastewater Treatment,NE,,,,,,,
4456,55039,Rio Bravo,35.026,-106.644,NM,EXCLUDE,WDS,Geneva Wood Fuels Inc,ME,,,,,,,
4457,55040,Mid-Georgia Cogeneration Facility,32.4856,-83.6039,GA,EXCLUDE,OBG,Davenport Water Pollution Control Plant,IA,,,,,,,
4458,55041,Berkshire Power,42.0476,-72.6478,MA,EXCLUDE,NG,University of Tennessee Steam Plant,TN,,,,,,,
4459,55042,Bridgeport Energy Project,41.1692,-73.1844,CT,EXCLUDE,NG,Opryland USA,TN,,,,,,,
4460,55043,Cherokee County Cogen,35.0727,-81.613,SC,EXCLUDE,NG,Delta Person LLC,NM,,,,,,,
4461,55044,Boise Cascade Pulp & Paper Mill,31.4894,-87.8989,AL,NGCC,NG,Mid-Georgia Cogeneration Facility,GA,,,,,,,
4462,55046,Mansfield,42.04014,-71.2,MA,NGCC,NG,Berkshire Power,MA,,,,,,,
4463,55047,Pasadena Cogeneration,29.72475,-95.1765,TX,NGCC,NG,Bridgeport Energy Project,CT,,,,,,,
4464,55048,Tiverton Power Plant,41.6422,-71.1706,RI,NGCC,NG,Cherokee County Cogen,SC,,,,,,,
4465,55049,Sierra Pacific Anderson Facility,40.4731,-122.321,CA,EXCLUDE,NG,Boise Cascade Pulp & Paper Mill,AL,,,,,,,
4466,55051,Axiall Plaquemine,30.2586,-91.185,LA,EXCLUDE,NG,Mansfield,MA,,,,,,,
4467,55052,Jameson Gas Processing Plant,32.05,-100.692,TX,NGCC,NG,Pasadena Cogeneration,TX,,,,,,,
4468,55053,Bridgeport Gas Processing Plant,33.1964,-97.9208,TX,NGCC,NG,Tiverton Power Plant,RI,,,,,,,
4469,55054,Livingston Generating Facility,40.9314,-88.6548,IL,EXCLUDE,WDS,Sierra Pacific Anderson Facility,CA,,,,,,,
4470,55056,Biodyne Congress,41.8717,-87.8861,IL,EXCLUDE,NG,Axiall Plaquemine,LA,,,,,,,
4471,55057,Biodyne Peoria,40.7942,-89.8436,IL,EXCLUDE,NG,Jameson Gas Processing Plant,TX,,,,,,,
4472,55058,55058,55058,55058,55058,EXCLUDE,NG,Bridgeport Gas Processing Plant,TX,,,,,,,
4473,55059,Biodyne Springfield,39.85639,-89.6194,IL,EXCLUDE,LFG,Livingston Generating Facility,IL,,,,,,,
4474,55060,Biodyne Lyons,41.7989,-87.825,IL,EXCLUDE,LFG,Biodyne Congress,IL,,,,,,,
4475,55061,Tenaska Georgia Generation Facility,33.3516,-84.9996,GA,EXCLUDE,LFG,Biodyne Peoria,IL,,,,,,,
4476,55062,Tenaska Frontier Generation Station,30.5924,-95.9178,TX,EXCLUDE,LFG,Biodyne Lansing,IL,,,,,,,
4477,55063,Batesville Generation Facility,34.3356,-89.9275,MS,EXCLUDE,LFG,Biodyne Springfield,IL,,,,,,,
4478,55064,Black Hawk Station,35.6957,-101.36,TX,EXCLUDE,LFG,Biodyne Lyons,IL,,,,,,,
4479,55065,Mustang Station,32.9728,-102.742,TX,EXCLUDE,NG,Tenaska Georgia Generation Facility,GA,,,,,,,
4480,55066,Heat Recovery Coke Facility,41.6789,-87.42,IN,NGCC,NG,Tenaska Frontier Generation Station,TX,,,,,,,
4481,55067,MPEA Energy Center,41.85271,-87.6185,IL,NGCC,NG,Batesville Generation Facility,MS,,,,,,,
4482,55068,Maine Independence Station,44.8242,-68.7094,ME,EXCLUDE,NG,Black Hawk Station,TX,,,,,,,
4483,55074,Lakeview Gas Recovery,42.0786,-80.0708,PA,NGCC,NG,Mustang Station,TX,,,,,,,
4484,55075,Pine Bluff Energy Center,34.2181,-91.9025,AR,EXCLUDE,WH,Heat Recovery Coke Facility,IN,,,,,,,
