Number,Code,Name,Lat,Lon,State,Category,fuel type,name-sheet,state-sheet,,,,,,,
4061,54210,American Crystal Sugar Hillsboro,47.43756,-97.0631,ND,EXCLUDE,BIT,Iowa State University,IA,,,,,,,
4062,54211,American Crystal Sugar Moorhead,46.9026,-96.7611,MN,EXCLUDE,WAT,Upper Androscoggin,ME,,,,,,,
4063,54212,American Crystal Sugar Crookston,47.76468,-96.6334,MN,EXCLUDE,NG,Mississippi Baptist Medical Center,MS,,,,,,,
4064,54213,American Crystal Sugar Drayton,48.59316,-97.1761,ND,EXCLUDE,BFG,ArcelorMittal Warren,OH,,,,,,,
4065,54214,American Crystal Sugar East Grand Forks,47.9272,-97.0072,MN,EXCLUDE,SUB,American Crystal Sugar Hillsboro,ND,,,,,,,
4066,54216,U S Alliance Coosa Pines,33.32811,-86.3568,AL,EXCLUDE,SUB,American Crystal Sugar Moorhead,MN,,,,,,,
4067,54219,Burney Mountain Power,40.90948,-121.64,CA,EXCLUDE,SUB,American Crystal Sugar Crookston,MN,,,,,,,
4068,54221,Blanco Compressor Station,36.73111,-107.963,NM,EXCLUDE,SUB,American Crystal Sugar Drayton,ND,,,,,,,
4069,54224,Franklin Heating Station,44.02058,-92.4656,MN,EXCLUDE,SUB,American Crystal Sugar East Grand Forks,MN,,,,,,,
4070,54225,Gillette SBMC,42.3436,-71.0559,MA,EXCLUDE,BIT,U S Alliance Coosa Pines,AL,,,,,,,
4071,54235,Rittman Paperboard,40.9692,-81.7736,OH,EXCLUDE,WDS,Burney Mountain Power,CA,,,,,,,
4072,54236,Pfizer Groton Plant,41.3315,-72.0786,CT,EXCLUDE,NG,Blanco Compressor Station,NM,,,,,,,
4073,54238,Stockton Biomass,37.94363,-121.33,CA,EXCLUDE,DFO,Franklin Heating Station,MN,,,,,,,
4074,54239,Naval Submarine Base Kings Bay,30.7917,-81.5333,GA,EXCLUDE,NG,Gillette SBMC,MA,,,,,,,
4075,54240,Louisiana Tech University Power Plant,32.5256,-92.6497,LA,EXCLUDE,BIT,Rittman Paperboard,OH,,,,,,,
4076,54242,Alvarado Hydro Facility,32.7814,-117.041,CA,EXCLUDE,NG,Pfizer Groton Plant,CT,,,,,,,
4077,54245,Nelson Plant Generators,35.5186,-113.311,AZ,COALST,BIT,Port of Stockton Energy Facility,CA,,,,,,,
4078,54249,Smith Falls Hydro Project,48.95955,-116.557,ID,EXCLUDE,DFO,Naval Submarine Base Kings Bay,GA,,,,,,,
4079,54250,Newman (PA),40.01399,-75.0528,PA,EXCLUDE,NG,Louisiana Tech University Power Plant,LA,,,,,,,
4080,54251,Opal Springs Hydro,44.49004,-121.299,OR,EXCLUDE,WAT,Alvarado Hydro Facility,CA,,,,,,,
4081,54258,Westwind Trust,33.9683,-116.535,CA,EXCLUDE,DFO,Nelson Plant Generators,AZ,,,,,,,
4082,54261,Warm Springs Hydro Project,38.72214,-123.011,CA,EXCLUDE,WAT,Smith Falls Hydro Project,ID,,,,,,,
4083,54262,Saint Marys Hospital Power Plant,44.09785,-92.4798,MN,EXCLUDE,NG,Newman,PA,,,,,,,
4084,54265,Akron Recycle Energy Plant,41.07334,-81.5306,OH,EXCLUDE,WAT,Opal Springs Hydro,OR,,,,,,,
4085,54267,Koma Kulshan Associates,48.68018,-121.723,WA,EXCLUDE,WND,Westwind Trust,CA,,,,,,,
4086,54268,March Point Cogeneration,48.4708,-122.56,WA,EXCLUDE,WAT,Warm Springs Hydro Project,CA,,,,,,,
4087,54271,Saguaro Power,36.0417,-115.012,NV,EXCLUDE,NG,Saint Marys Hospital Power Plant,MN,,,,,,,
4088,54276,Univ of NC Chapel Hill Cogen Facility,35.9069,-79.0617,NC,EXCLUDE,WDS,Akron Recycle Energy Plant,OH,,,,,,,
4089,54281,Interstate Paper LLC Riceboro,31.74163,-81.4079,GA,EXCLUDE,WAT,Koma Kulshan Associates,WA,,,,,,,
4090,54283,Lee Creek Water Treatment Facility,35.48449,-94.3929,AR,NGCC,NG,March Point Cogeneration,WA,,,,,,,
4091,54285,Hastings City Hydroelectric,44.76025,-92.8677,MN,NGCC,NG,Saguaro Power,NV,,,,,,,
4092,54286,Rolls Royce,39.7398,-86.2118,IN,EXCLUDE,DFO,Univ of NC Chapel Hill Cogen Facility,NC,,,,,,,
4093,54290,Inforum,33.7533,-84.3889,GA,EXCLUDE,BLQ,Interstate Paper LLC Riceboro,GA,,,,,,,
4094,54291,Sherwin Alumina,27.88359,-97.261,TX,EXCLUDE,WAT,Lee Creek Water Treatment Facility,AR,,,,,,,
4095,54294,West Group Data Center,44.8256,-93.1139,MN,EXCLUDE,WAT,Hastings City Hydroelectric,MN,,,,,,,
4096,54296,Biola University,33.90695,-118.013,CA,EXCLUDE,NG,Rolls Royce,IN,,,,,,,
4097,54297,Coram Energy LLC,35.05833,-118.342,CA,EXCLUDE,DFO,Inforum,GA,,,,,,,
4098,54298,Coram Energy LLC (ECT),35.0583,-118.342,CA,EXCLUDE,PUR,Sherwin Alumina,TX,,,,,,,
4099,54299,Coram Energy LLC,35.075,-118.342,CA,EXCLUDE,DFO,West Group Data Center,MN,,,,,,,
4100,54300,CTV Power Purchase Contract Trust,35.0583,-118.308,CA,EXCLUDE,NG,Biola University,CA,,,,,,,
4101,54301,Colebrook Hydroelectric,42.00778,-73.0356,CT,EXCLUDE,WND,Coram Energy LLC,CA,,,,,,,
4102,54302,Goodwin Hydroelectric,41.98861,-73.0194,CT,EXCLUDE,WND,Coram Energy LLC (ECT),CA,,,,,,,
4103,54304,Birchwood Power,38.2667,-77.3147,VA,EXCLUDE,WND,Coram Energy LLC,CA,,,,,,,
4104,54305,Westward Seafoods,53.8575,-166.554,AK,EXCLUDE,WND,CTV Power Purchase Contract Trust,CA,,,,,,,
4105,54306,Wilson Lake Hydroelectric Project,42.62889,-114.175,ID,EXCLUDE,WAT,Colebrook Hydroelectric,CT,,,,,,,
4106,54308,Three Forks Water Power Project,40.19982,-123.523,CA,EXCLUDE,WAT,Goodwin Hydroelectric,CT,,,,,,,
4107,54310,54310,54310,54310,54310,COALST,BIT,Birchwood Power,VA,,,,,,,
4108,54311,Archer Daniels Midland Little Rock,34.7,-92.1997,AR,EXCLUDE,DFO,Westward Seafoods,AK,,,,,,,
4109,54312,54312,54312,54312,54312,EXCLUDE,WAT,Wilson Lake Hydroelectric Project,ID,,,,,,,
4110,54316,Archer Daniels Midland Southport,33.9397,-77.9905,NC,EXCLUDE,WAT,Three Forks Water Power Project,CA,,,,,,,
4111,54318,General Chemical,41.5933,-109.754,WY,EXCLUDE,NG,Galesburg,IL,,,,,,,
4112,54321,Goodyear Beaumont Chemical Plant,29.9728,-94.2142,TX,EXCLUDE,NG,Archer Daniels Midland Little Rock,AR,,,,,,,
4113,54322,Avondale Mills,33.48788,-81.9925,GA,EXCLUDE,NG,Archer Daniels Midland Taylorville,IL,,,,,,,
4114,54323,CNN Center,33.75917,-84.395,GA,EXCLUDE,NG,Archer Daniels Midland Southport,NC,,,,,,,
4115,54324,Ocean State Power II,42.0099,-71.6701,RI,EXCLUDE,BIT,General Chemical,WY,,,,,,,
4116,54327,Toyon Power Station,34.1717,-118.379,CA,EXCLUDE,NG,Goodyear Beaumont Chemical Plant,TX,,,,,,,
4117,54330,Westhollow Technology Center,29.72602,-95.6382,TX,EXCLUDE,WAT,Sibley Mill,GA,,,,,,,
4118,54333,Bucknell University,40.95502,-76.8788,PA,EXCLUDE,DFO,CNN Center,GA,,,,,,,
4119,54335,Morton Salt Rittman,40.9692,-81.7756,OH,NGCC,NG,Ocean State Power II,RI,,,,,,,
4120,54337,NRG Energy San Diego,32.71,-117.162,CA,EXCLUDE,LFG,Toyon Power Station,CA,,,,,,,
4121,54338,Rio Grande Valley Sugar Growers,26.26968,-97.867,TX,EXCLUDE,NG,Westhollow Technology Center,TX,,,,,,,
4122,54340,Norway Point Hydropower Project,45.1025,-83.5189,MI,EXCLUDE,NG,Bucknell University,PA,,,,,,,
4123,54341,Four Mile Hydropower Project,45.0933,-83.5025,MI,EXCLUDE,BIT,Morton Salt Rittman,OH,,,,,,,
4124,54342,Ninth Street Hydropower Project,45.0717,-83.4381,MI,EXCLUDE,NG,NRG Energy San Diego,CA,,,,,,,
4125,54343,Terminus Hydroelectric Project,36.4156,-119.007,CA,EXCLUDE,AB,Rio Grande Valley Sugar Growers,TX,,,,,,,
4126,54347,Howard F Curren Advncd Wastewater Plant,27.9389,-82.4389,FL,EXCLUDE,WAT,Norway Point Hydropower Project,MI,,,,,,,
4127,54349,Nevada Cogen Associates,36.2253,-114.878,NV,EXCLUDE,WAT,Four Mile Hydropower Project,MI,,,,,,,
4128,54350,Nevada Cogen,36.34323,-114.921,NV,EXCLUDE,WAT,Ninth Street Hydropower Project,MI,,,,,,,
4129,54355,Chace Mill Winooski One,44.49,-73.1875,VT,EXCLUDE,WAT,Terminus Hydroelectric Project,CA,,,,,,,
4130,54358,International Paper Augusta Mill,33.32826,-81.9531,GA,EXCLUDE,OBG,Howard F Curren Advncd Wastewater Plant,FL,,,,,,,
4131,54360,PPG Industries Works,39.7703,-88.8697,IL,EXCLUDE,NG,Nevada Cogen Associates 2 Black Mountain,NV,,,,,,,
4132,54363,PPG Industries Shelby NC Works,35.3264,-81.6292,NC,EXCLUDE,NG,Nevada Cogen Assoc#1 GarnetVly,NV,,,,,,,
4133,54364,PPG Industries Works,33.9133,-98.4931,TX,EXCLUDE,WAT,Chace Mill Winooski One,VT,,,,,,,
4134,54365,Orange Cogeneration Facility,27.87082,-81.8251,FL,EXCLUDE,BLQ,International Paper Augusta Mill,GA,,,,,,,
4135,54371,Oildale Cogen,35.417,-119.01,CA,EXCLUDE,DFO,PPG Industries Works 14,IL,,,,,,,
6114,54372,University of Colorado,40.00759,-105.269,CO,EXCLUDE,DFO,PPG Industries Shelby NC Works,NC,,,,,,,
4136,54373,Southbridge Energy Center LLC,42.0736,-72.0219,MA,EXCLUDE,DFO,PPG Industries Works 4,TX,,,,,,,
4137,54374,Sinclair Oil Refinery,41.77952,-107.11,WY,NGCC,NG,Orange Cogeneration Facility,FL,,,,,,,
4138,54384,EHC West Hopkinton,43.1897,-71.7483,NH,EXCLUDE,NG,Oildale Energy LLC,CA,,,,,,,
4139,54385,Kinneytown New Old,41.3686,-73.0856,CT,EXCLUDE,NG,University of Colorado,CO,,,,,,,
4140,54386,Little Wood Hydro Project,43.42523,-114.026,ID,EXCLUDE,NG,Southbridge Energy Center LLC,MA,,,,,,,
4141,54387,Weeks Falls,47.43348,-121.648,WA,EXCLUDE,NG,Sinclair Oil Refinery,WY,,,,,,,
4142,54390,Kamaoa Wind Farm,18.99222,-155.668,HI,EXCLUDE,WAT,EHC West Hopkinton,NH,,,,,,,
4143,54391,Alice Falls Hydro Project,44.51915,-73.4648,NY,EXCLUDE,WAT,Kinneytown New Old,CT,,,,,,,
4144,54392,BJ Gas Recovery,33.93,-84.2378,GA,EXCLUDE,WAT,Little Wood Hydro Project,ID,,,,,,,
4145,54394,Dry Creek Project,44.02744,-112.719,ID,EXCLUDE,WAT,Weeks Falls,WA,,,,,,,
4146,54395,Stillwater Hydro Electric Project,42.93747,-73.6544,NY,EXCLUDE,WND,Kamaoa Wind Farm,HI,,,,,,,
4147,54406,Capitol Heat and Power,43.07851,-89.3773,WI,EXCLUDE,WAT,Alice Falls Hydro Project,NY,,,,,,,
4148,54407,Waupun Correctional Central Heating Plt,43.6233,-88.7297,WI,EXCLUDE,LFG,BJ Gas Recovery,GA,,,,,,,
4149,54408,UW Madison Charter Street Plant,43.07,-89.4006,WI,EXCLUDE,WAT,Dry Creek Project,ID,,,,,,,
4150,54409,Dartmouth College Heating Plant,43.70192,-72.2867,NH,EXCLUDE,WAT,Stillwater Hydro Electric Project,NY,,,,,,,
4151,54410,Western Power & Steam Inc,35.44054,-119.013,CA,EXCLUDE,NG,Capitol Heat and Power,WI,,,,,,,
4152,54414,John Deere Dubuque Works,42.5734,-90.6926,IA,EXCLUDE,BIT,Waupun Correctional Central Heating Plt,WI,,,,,,,
4153,54415,Cadillac Renewable Energy,44.26169,-85.4352,MI,EXCLUDE,BIT,UW Madison Charter Street Plant,WI,,,,,,,
4154,54418,Rollinsford,43.23611,-70.8172,NH,EXCLUDE,RFO,Dartmouth College Heating Plant,NH,,,,,,,
4155,54422,Unisea G,53.8892,-166.558,AK,EXCLUDE,NG,Western Power & Steam Inc,CA,,,,,,,
4156,54423,Quantum Lake Power LP,28.9158,-81.676,FL,EXCLUDE,DFO,John Deere Dubuque Works,IA,,,,,,,
4157,54424,Quantum Pasco Power LP,28.37462,-82.1889,FL,EXCLUDE,WDS,Cadillac Renewable Energy,MI,,,,,,,
4158,54426,Mulberry Cogeneration Facility,27.8489,-81.8775,FL,EXCLUDE,WAT,Rollinsford,NH,,,,,,,
4159,54427,Gaylord Container Bogalusa,30.7811,-89.8575,LA,EXCLUDE,DFO,Unisea G 2,AK,,,,,,,
4160,54429,Alabama Pine Pulp,31.5825,-87.4889,AL,NGCC,NG,Lake Cogen Ltd,FL,,,,,,,
4161,54430,54430,54430,54430,54430,EXCLUDE,DFO,Pasco Cogen Ltd,FL,,,,,,,
4162,54447,Welport Lease Project,35.35444,-119.662,CA,NGCC,NG,Mulberry Cogeneration Facility,FL,,,,,,,
4163,54449,Dome Project,35.22083,-119.583,CA,EXCLUDE,WDS,Gaylord Container Bogalusa,LA,,,,,,,
4164,54451,Los Angeles Refinery Wilmington,33.7686,-118.287,CA,EXCLUDE,BLQ,Alabama Pine Pulp,AL,,,,,,,
4165,54452,Agrium Kenai Nitrogen Operations,60.6732,-151.378,AK,EXCLUDE,NG,Jackson Mill,FL,,,,,,,
4166,54453,EDF Renewable Windfarm V Inc,38.1167,-121.833,CA,EXCLUDE,NG,Welport Lease Project,CA,,,,,,,
4167,54454,San Gorgonio Windplant,33.9228,-116.542,CA,EXCLUDE,NG,Dome Project,CA,,,,,,,
4168,54457,Hewlett Packard Alpharetta,34.0875,-84.8694,GA,EXCLUDE,NG,Los Angeles Refinery Wilmington,CA,,,,,,,
4169,54458,Benedum Plant,31.3403,-101.765,TX,EXCLUDE,NG,Agrium Kenai Nitrogen Operations,AK,,,,,,,
4170,54459,Midkiff Plant,31.64583,-101.766,TX,EXCLUDE,WND,EDF Renewable Windfarm V Inc,CA,,,,,,,
4171,54462,Graniteville Enterprise Division,33.47703,-81.9827,GA,EXCLUDE,WND,San Gorgonio Windplant WPP1993,CA,,,,,,,
4172,54464,Riverwood International Macon Mill,32.7714,-83.6281,GA,EXCLUDE,DFO,Hewlett Packard Alpharetta,GA,,,,,,,
4173,54466,Orlando Cogen LP,28.44262,-81.4123,FL,EXCLUDE,NG,Benedum Plant,TX,,,,,,,
4174,54468,Mt Lassen Power,40.2969,-121.018,CA,EXCLUDE,NG,Midkiff Plant,TX,,,,,,,
4175,54469,Pacific Oroville Power Inc,39.48042,-121.566,CA,EXCLUDE,WAT,Graniteville Enterprise Division,GA,,,,,,,
4176,54471,Mascoma Hydro,43.63337,-72.3172,NH,EXCLUDE,BLQ,Riverwood International Macon Mill,GA,,,,,,,
4177,54472,Simplot Phosphates,41.5417,-109.133,WY,NGCC,NG,Orlando Cogen LP,FL,,,,,,,
4178,54476,Sumas Power Plant,48.9905,-122.273,WA,EXCLUDE,WDS,Mt Lassen Power,CA,,,,,,,
4179,54477,Oroville Cogeneration LP,39.5125,-121.582,CA,EXCLUDE,WDS,Pacific Oroville Power Inc,CA,,,,,,,
4180,54512,Domino Sugar Arabi Plant,29.9468,-90.0018,LA,EXCLUDE,WAT,Mascoma Hydro,NH,,,,,,,
4181,54513,Rock-Tenn,41.7697,-88.28,IL,EXCLUDE,OTH,Simplot Phosphates,WY,,,,,,,
4182,54514,Blind Canyon Hydro,42.69984,-114.823,ID,NGCC,NG,Sumas Power Plant,WA,,,,,,,
4183,54515,Crotched Mountain Rehabilitation Center,43.0056,-71.9517,NH,EXCLUDE,NG,Oroville Cogeneration LP,CA,,,,,,,
4184,54517,Sierra Pacific Sonora,37.96639,-120.318,CA,EXCLUDE,NG,Domino Sugar Arabi Plant,LA,,,,,,,
4185,54518,Formosa Plastics,30.4992,-91.1872,LA,EXCLUDE,NG,Rock-Tenn,IL,,,,,,,
4186,54520,Village Creek Water Reclamation Facility,32.77509,-97.1421,TX,EXCLUDE,WAT,Blind Canyon Hydro,ID,,,,,,,
4187,54523,Hoffer Plastics,41.99889,-88.3022,IL,EXCLUDE,DFO,Crotched Mountain Rehabilitation Center,NH,,,,,,,
4188,54524,Horseshoe Bend Hydroelectric Co,43.90409,-116.244,ID,EXCLUDE,WDS,Sierra Pacific Sonora,CA,,,,,,,
4189,54525,Kankakee Hydro Facility,41.1128,-87.8681,IL,EXCLUDE,NG,Formosa Plastics,LA,,,,,,,
4190,54526,ReEnergy Biomass LLC,43.61797,-75.3054,NY,EXCLUDE,OBG,Village Creek Wastewater Treatment Plant,TX,,,,,,,
4191,54529,Wheelabrator Ridge Energy,28.0274,-81.8475,FL,EXCLUDE,NG,Hoffer Plastics,IL,,,,,,,
4192,54531,Stingray Facility,29.7614,-93.6086,LA,EXCLUDE,WAT,Horseshoe Bend Hydroelectric Company,ID,,,,,,,
4193,54533,Southern Minnesota Beet Sugar,44.79641,-95.1798,MN,EXCLUDE,WAT,Kankakee Hydro Facility,IL,,,,,,,
4194,54534,St Josephs Hospital,27.9628,-82.5017,FL,EXCLUDE,WDS,ReEnergy Biomass LLC,NY,,,,,,,
4195,54535,St Vincents Medical Center,30.3069,-81.6892,FL,EXCLUDE,WDS,Wheelabrator Ridge Energy,FL,,,,,,,
4196,54536,Sumpter Energy Associates,42.1781,-83.4853,MI,EXCLUDE,NG,Stingray Facility,LA,,,,,,,
4197,54537,Ferndale Generating Station,48.82881,-122.687,WA,EXCLUDE,SUB,Southern Minnesota Beet Sugar,MN,,,,,,,
4198,54538,Hartwell Energy Facility,34.33959,-82.8199,GA,EXCLUDE,NG,St Josephs Hospital,FL,,,,,,,
4199,54539,Venice Resources Gas Recovery,42.985,-83.9764,MI,EXCLUDE,NG,St Vincents Medical Center,FL,,,,,,,
4200,54540,Charter Dura-Bar,42.3142,-88.4561,IL,EXCLUDE,LFG,Sumpter Energy Associates,MI,,,,,,,
4201,54541,Entenmanns Energy Center,40.7392,-73.2597,NY,NGCC,NG,Ferndale Generating Station,WA,,,,,,,
4202,54547,Sithe Independence Station,43.495,-76.4511,NY,EXCLUDE,NG,Hartwell Energy Facility,GA,,,,,,,
4203,54548,Longfalls Facility,43.98081,-75.6247,NY,EXCLUDE,LFG,Venice Resources Gas Recovery,MI,,,,,,,
4204,54549,Granger Electric Generating Station,42.8153,-84.5075,MI,EXCLUDE,NG,Wells Manufacturing Dura Bar Division,IL,,,,,,,
4205,54550,ExxonMobil Mobile Bay Onshore,30.43203,-88.1824,AL,EXCLUDE,NG,Entenmanns Energy Center,NY,,,,,,,
4206,54554,Spicer Meadow Project,38.3914,-120.001,CA,NGCC,NG,Sithe Independence Station,NY,,,,,,,
4207,54555,Collierville Powerhouse,38.14464,-120.38,CA,EXCLUDE,WAT,Longfalls Facility,NY,,,,,,,
4208,54556,Ingredion Incorporated,41.7775,-87.8233,IL,EXCLUDE,LFG,Granger Electric Generating Station #1,MI,,,,,,,
4209,54558,Hazelton B Hydro,42.6051,-114.093,ID,EXCLUDE,NG,ExxonMobil Mobile Bay Onshore,AL,,,,,,,
4210,54561,Jefferson Smurfit Santa Clara Mill,37.36815,-121.944,CA,EXCLUDE,WAT,Spicer Meadow Project,CA,,,,,,,
4211,54562,Longview Fibre,46.10389,-122.918,WA,EXCLUDE,WAT,Collierville Powerhouse,CA,,,,,,,
4212,54564,General Mills Inc,42.87097,-78.8755,NY,EXCLUDE,NG,Ingredion Illinois,IL,,,,,,,
4213,54566,YKK USA Chestney,32.8061,-83.5456,GA,EXCLUDE,WAT,Hazelton B Hydro,ID,,,,,,,
4214,54567,MM Yolo Power,38.6794,-121.764,CA,EXCLUDE,NG,Jefferson Smurfit Santa Clara Mill,CA,,,,,,,
4215,54569,Bayville Central Facility,39.90942,-74.178,NJ,EXCLUDE,BLQ,Longview Fibre,WA,,,,,,,
4216,54572,Lochmere Hydroelectric Plant,43.47324,-71.5336,NH,EXCLUDE,NG,General Mills Inc,NY,,,,,,,
4217,54573,Wappinger Falls Hydroelectric,41.5984,-73.922,NY,EXCLUDE,DFO,YKK USA Chestney,GA,,,,,,,
4218,54574,Saranac Facility,44.7132,-73.4557,NY,EXCLUDE,LFG,MM Yolo Power,CA,,,,,,,
4219,54578,Glenns Ferry Cogen Facility,42.95399,-115.294,ID,EXCLUDE,OBG,Bayville Central Facility,NJ,,,,,,,
4220,54579,Rupert Cogen Project,42.6056,-113.684,ID,EXCLUDE,WAT,Lochmere Hydroelectric Plant,NH,,,,,,,
4221,54580,Curtis Palmer Hydroelectric,43.2469,-73.8281,NY,EXCLUDE,WAT,Wappinger Falls Hydroelectric,NY,,,,,,,
4222,54586,L'Energia Energy Center,42.63212,-71.3132,MA,NGCC,NG,Saranac Facility,NY,,,,,,,
4223,54587,Lincoln Paper & Tissue,45.3669,-68.5106,ME,EXCLUDE,NG,Glenns Ferry Cogen Facility,ID,,,,,,,
4224,54592,Massena Energy Facility,44.9503,-74.8928,NY,EXCLUDE,NG,Rupert Cogen Project,ID,,,,,,,
4225,54593,Batavia Power Plant,42.9828,-78.1592,NY,EXCLUDE,WAT,Curtis Palmer Hydroelectric,NY,,,,,,,
4226,54594,University of Arizona - Biosphere,32.57801,-110.853,AZ,NGCC,NG,L'Energia Energy Center,MA,,,,,,,
4227,54604,Warner Lambert,42.29933,-83.7053,MI,EXCLUDE,BLQ,Lincoln Paper & Tissue,ME,,,,,,,
4228,54605,Pratt & Whitney,41.74833,-72.6367,CT,NGCC,NG,Massena Energy Facility,NY,,,,,,,
4229,54606,University of Texas at San Antonio,29.5889,-98.6139,TX,NGCC,NG,Batavia Power Plant,NY,,,,,,,
4230,54607,University of Texas at Dallas,32.9883,-96.7489,TX,EXCLUDE,DFO,University of Arizona - Biosphere 2,AZ,,,,,,,
4231,54618,Ingredion Winston Salem,36.03376,-80.2274,NC,EXCLUDE,DFO,Warner Lambert,MI,,,,,,,
4232,54620,Pinetree Power Fitchburg,42.5428,-71.8528,MA,EXCLUDE,NG,Pratt & Whitney,CT,,,,,,,
4233,54623,Central District Wastewater Treat Plant,25.74786,-80.1507,FL,EXCLUDE,NG,University of Texas at San Antonio,TX,,,,,,,
4234,54624,South District Wastewater Treatment Plt,25.5664,-80.3325,FL,EXCLUDE,NG,University of Texas at Dallas,TX,,,,,,,
4235,54625,Covanta Plymouth Renewable Energy,40.0967,-75.3103,PA,EXCLUDE,WDS,Ingredion Winston Salem,NC,,,,,,,
4236,54626,Mt Poso Cogeneration,35.57632,-119.006,CA,EXCLUDE,WDS,Pinetree Power Fitchburg,MA,,,,,,,
4237,54627,Okeelanta Cogeneration,26.5769,-80.7469,FL,EXCLUDE,OBG,Central District Wastewater Treat Plant,FL,,,,,,,
4238,54628,Phelps Dodge Refining,31.76446,-106.391,TX,EXCLUDE,OBG,South District Wastewater Treatment Plt,FL,,,,,,,
319,54630,American Gypsum Cogeneration,39.64857,-106.949,CO,EXCLUDE,MSW,Covanta Plymouth Renewable Energy,PA,,,,,,,
4239,54634,St Nicholas Cogen Project,40.8222,-76.1736,PA,EXCLUDE,WDS,Mt Poso Cogeneration,CA,,,,,,,
4240,54637,JCO Oxides Olefins Plant,29.9635,-93.9297,TX,EXCLUDE,AB,Okeelanta Cogeneration,FL,,,,,,,
4241,54638,Johnsonburg Mill,41.49147,-78.6758,PA,EXCLUDE,NG,Phelps Dodge Refining,TX,,,,,,,
4242,54639,Berlin Gorham,44.3889,-71.1645,NH,EXCLUDE,DFO,American Gypsum Cogeneration,CO,,,,,,,
4243,54640,NAEA Lakewood LLC,40.0613,-74.1686,NJ,COALST,WC,St Nicholas Cogen Project,PA,,,,,,,
4244,54646,Kalaeloa Cogen Plant,21.30211,-158.096,HI,EXCLUDE,NG,JCO Oxides Olefins Plant,TX,,,,,,,
4245,54647,TPC Windfarms LLC,35.05,-118.257,CA,EXCLUDE,BLQ,Johnsonburg Mill,PA,,,,,,,
4246,54650,Swanmill Windfarm I,33.9211,-116.564,CA,EXCLUDE,WAT,Berlin Gorham,NH,,,,,,,
4247,54653,Kanaka,39.5589,-121.296,CA,NGCC,NG,NAEA Lakewood LLC,NJ,,,,,,,
4248,54654,Kekawaka Power House,40.0941,-123.509,CA,EXCLUDE,RFO,Kalaeloa Cogen Plant,HI,,,,,,,
4249,54655,Schoolfield Dam,36.57678,-79.4325,VA,EXCLUDE,WND,TPC Windfarms LLC,CA,,,,,,,
4250,54656,International Paper Riegelwood Mill,34.3533,-78.2137,NC,EXCLUDE,WND,Swanmill Windfarm I,CA,,,,,,,
4251,54657,Versailles Mill,41.6242,-72.0417,CT,EXCLUDE,WAT,Kanaka,CA,,,,,,,
4252,54658,Quantum Auburndale Power LP,28.0542,-81.8058,FL,EXCLUDE,WAT,Kekawaka Power House,CA,,,,,,,
4253,54659,Kankakee Gas Recovery,41.0333,-87.8678,IL,EXCLUDE,WAT,Schoolfield Dam,VA,,,,,,,
4254,54661,Pheasant Run Landfill Gas Recovery,42.5825,-88.0436,WI,EXCLUDE,BLQ,International Paper Riegelwood Mill,NC,,,,,,,
4255,54662,Woodland Landfill Gas Recovery,41.9786,-88.2975,IL,EXCLUDE,NG,Versailles Mill,CT,,,,,,,
4256,54663,Turnkey Landfill Gas Recovery,43.24156,-70.9664,NH,NGCC,NG,Auburndale Power Partners,FL,,,,,,,
4257,54665,Steamboat II,39.3951,-119.747,NV,EXCLUDE,LFG,Kankakee Gas Recovery,IL,,,,,,,
4258,54666,Steamboat III,39.3951,-119.747,NV,EXCLUDE,LFG,Pheasant Run Landfill Gas Recovery,WI,,,,,,,
4259,54667,Chino Mines,32.6956,-108.123,NM,EXCLUDE,LFG,Woodland Landfill Gas Recovery,IL,,,,,,,
4260,54668,Falls River Hydro,44.0597,-111.354,ID,EXCLUDE,LFG,Turnkey Landfill Gas Recovery,NH,,,,,,,
4261,54674,Ford Hydro LP,46.38383,-115.949,ID,EXCLUDE,GEO,Steamboat II,NV,,,,,,,
4262,54675,Spartanburg Water System,35.1103,-81.9675,SC,EXCLUDE,GEO,Steamboat III,NV,,,,,,,
4263,54676,Oyster Creek Unit VIII,28.9802,-95.342,TX,EXCLUDE,NG,Chino Mines,NM,,,,,,,
4264,54677,CII Carbon LLC,29.9327,-89.9782,LA,EXCLUDE,WAT,Falls River Hydro,ID,,,,,,,
4265,54678,Sidney A Murray Jr Hydroelectric,31.08801,-91.6189,LA,EXCLUDE,WAT,Ford Hydro LP,ID,,,,,,,
329,54679,Boulder City Lakewood Hydro,40.0111,-105.335,CO,EXCLUDE,DFO,Spartanburg Water System,SC,,,,,,,
328,54680,Boulder City Betasso Hydro Plant,40.0111,-105.335,CO,NGCC,NG,Oyster Creek Unit VIII,TX,,,,,,,
4266,54681,Difwind Farms Ltd I,33.9603,-116.536,CA,EXCLUDE,PC,CII Carbon LLC,LA,,,,,,,
4267,54682,Difwind Farms Ltd II,33.9603,-116.536,CA,EXCLUDE,WAT,Sidney A Murray Jr Hydroelectric,LA,,,,,,,
4268,54685,Difwind Farms Ltd V,33.9211,-116.564,CA,EXCLUDE,WAT,Boulder City Lakewood Hydro,CO,,,,,,,
4269,54686,Difwind Farms Ltd VI,35.0506,-118.171,CA,EXCLUDE,WAT,Boulder City Betasso Hydro Plant,CO,,,,,,,
4270,54687,Difwind Farms Ltd VIII,35.0506,-118.171,CA,EXCLUDE,WND,Difwind Farms Ltd I,CA,,,,,,,
